Name,Institute,Country,Year
"Osborn, Joe","Brookhaven National Laboratory","","2025"
"Lofnes, Ingrid Mckibben","University of Bergen (NO)","","2025"
"Escobedo Espinosa, Miguel Angel","Universitat de Barcelona","","2025"
"Sambataro, Maria Lucia","Università degli Studi di Catania","","2025"
"Larsen, Rasmus","","","2025"
"Sharma, Himanshu","Universita e INFN, Padova (IT)","","2025"
"Acharya, Shreyasi","Universita e INFN, Bari (IT)","","2025"
"Zhao, Jiaxing","Subatech","","2025"
"Faggin, Mattia","CERN","","2025"
"Chinu, Fabrizio","Universita e INFN Torino (IT)","","2025"
"Dello Stritto, Luigi","CERN","","2025"
"Wu, Chuntai","Universita e INFN, Padova (IT)","","2025"
"He, Min","Nanjing University of Science & Technology","","2025"
"Vogt, Ramona","LLNL and UC Davis","","2025"
"Dasilva Golan, Jorge Luis","Brookhaven National Laboratory","","2025"
"Buzzegoli, Matteo","West University of Timisoara","","2025"
"Kumar, Arpith","Central China Normal University","","2025"
"Torrieri, Giorgio","Unicamp","","2025"
"Lu, Tan","Institute of Modern Physics, Chinese Academy of Sciences","","2025"
"Nain, Ankita","","","2025"
"Palermo, Andrea","Stony Brook University","","2025"
"Yi, Cong","","","2025"
"Speranza, Enrico","CERN","","2025"
"Wang, Zhengqing","Fudan University (CN)","","2025"
"Li, Han-Sheng","","","2025"
"Vanek, Jan","Brookhaven National Laboratory","","2025"
"Wang, Qun","University of Science and Technology of China","","2025"
"Yang, Yumu","","","2025"
"Morales Tejera, Sergio","West University of Timisoara","","2025"
"Lian, Zhengchen","Tsinghua University (CN)","","2025"
"Mariani, Saverio","CERN","","2025"
"Labonte, Mathias","","","2025"
"Nasim, Md.","University of California, Los Angeles","","2025"
"Kirchner, Andreas","","","2025"
"Lappi, Tuomas","","","2025"
"Isidori, Tommaso","The University of Kansas (US)","","2025"
"Chaloupka, Petr","","","2025"
"Alocco, Giacomo","Universita e INFN, Torino (IT)","","2025"
"Wyslouch, Bolek","Massachusetts Inst. of Technology (US)","","2025"
"Nicassio, Nicola","Universita e INFN, Bari (IT)","","2025"
"Fraga, Eduardo","Universidade Federal do Rio de Janeiro","","2025"
"Shokri, Masoud","Goethe University, ITP","","2025"
"Wagner, David","Florence University","","2025"
"Cordeiro, Ian","University of Illinois at Urbana Champaign","","2025"
"Oliva, Lucia","Università di Catania, INFN Catania","","2025"
"Sun, Jing-an","Fudan University","","2025"
"Weitz, Eamonn","Universität Bielefeld","","2025"
"Mroczek, Débora","University of Illinois at Urbana-Champaign","","2025"
"Jinno, Asanosuke","","","2025"
"Steinhorst, Rachel","Massachusetts Institute of Technology","","2025"
"Kushwah, Khwahish","Universidade Federal Fluminense (UFF), Rio de Janeiro, Brazil","","2025"
"Paatelainen, Risto","","","2025"
"Ecker, Christian","Goethe","","2025"
"Usai, Gianluca","Universita e INFN, Cagliari (IT)","","2025"
"Heller, Michal","","","2025"
"Rebello Teles, Patricia","Brazilian Center for Physics Research - CBPF (BR)","","2025"
"Terrevoli, Cristina","Universita e INFN, Bari (IT)","","2025"
"Colamaria, Fabio","INFN, Sezione di Bari (IT)","","2025"
"Bruno, Giuseppe","Universita e INFN, Bari (IT)","","2025"
"Velkovska, Julia","Vanderbilt University (US)","","2025"
"Mitrankova, Mariia","","","2025"
"Wang, Guoping","","","2025"
"Zhu, Chenghao","","","2025"
"Singh, Man","Indian Institute of Technology Madras (IN)","","2025"
"Tuo, Shengquan","Vanderbilt University (US)","","2025"
"Reetz, Carolina Anna","Heidelberg University (DE)","","2025"
"Go, Yeonju","Brookhaven National Laboratory (US)","","2025"
"Da Silva, Cesar Luiz","Los Alamos National Laboratory (US)","","2025"
"Ramirez Garcia, Manuel","University of Michigan (US)","","2025"
"Authier, Juliette","Laboratoire Leprince-Ringuet, CNRS (FR)","","2025"
"Luo, Yiheng","Peking University (CN)","","2025"
"Stewart, David","Wayne State University","","2025"
"Bathe, Stefan","Brookhaven National Laboratory (US)","","2025"
"Narde, Apurva","University of Illinois Urbana-Champaign","","2025"
"Guo, Tongzhou","Stony Brook University","","2025"
"Drees, Axel","","","2025"
"Nouicer, Rachid","","","2025"
"Liu, Ming Xiong","Los Alamos National Laboratory","","2025"
"Nagy, Marton","Eotvos Lorand University (HU)","","2025"
"Nepeivoda, Roman","Lund University (SE)","","2025"
"Dudi, Sandeep","National Institute of Science  Education and Research (NISER) (IN)","","2025"
"Krupova, Diana","Czech Technical University  in Prague (CZ)","","2025"
"Sas, Mike","Nikhef National institute  for subatomic physics (NL)","","2025"
"Marin, Ana","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2025"
"Lu, Pengzhong","University of Science and  Technology of China (CN)","","2025"
"Arsene, Ionut Cristian","University of Oslo (NO)","","2025"
"Quaglia, Luca","INFN Torino (IT)","","2025"
"Diab, Batoul","Université Paris-Saclay (FR)","","2025"
"Aglietta, Luca","Universita e INFN Torino (IT)","","2025"
"Zhang, Zhen","Central China Normal University  CCNU (CN)","","2025"
"Kucera, Vit","Inha University (KR)","","2025"
"Gruenwald, Nadine Alice","Heidelberg University (DE)","","2025"
"Jonas, Florian","University of California Berkeley (US)","","2025"
"Norman, Jaime","University of Liverpool (GB)","","2025"
"Schotter, Romain","Stefan Meyer Institute for Subatomic Physics of the Austrian Academy of Sciences (AT)","","2025"
"Jacazio, Nicolò","Universita e INFN, Bologna (IT)","","2025"
"Cannito, Stefano","Universita e INFN Trieste (IT)","","2025"
"Kundu, Sourav","CERN","","2025"
"Modak, Abhi","Universita e INFN Trieste (IT)","","2025"
"Janik, Malgorzata Anna","Warsaw University of Technology (PL)","","2025"
"Chakraborty, Pritam","PL - Warsaw UT","","2025"
"Monira, Shirajum","Warsaw University of Technology (PL)","","2025"
"Gonzalez, Victor","Wayne State University (US)","","2025"
"Parkkila, Jasper","Warsaw University of Technology (PL)","","2025"
"Korwieser, Maximilian","Technische Universitaet Muenchen (DE)","","2025"
"Riedel, Anton Albert","Technische Universitaet Muenchen (DE)","","2025"
"Pujahari, Prabhat Ranjan","Indian Institute of Technology Madras (IN)","","2025"
"Alcerro Alcerro, Luis","The University of Kansas (US)","","2025"
"Verma, Pranjal","Indian Institute of Technology Madras (IN)","","2025"
"Lin, Jiazhao","Rice University (US)","","2025"
"Baldenegro, Cristian","Massachusetts Inst. of Technology (US)","","2025"
"Bak, Gyeonghwan","Chonnam National University (KR)","","2025"
"Yoo, Saeahram","University of California Davis (US)","","2025"
"Lee, Soohwan","Korea University (KR)","","2025"
"Shokr, Eslam","University of Zurich (CH))","","2025"
"Chatterjee, Sayan","Indian Institute of Technology Madras (IN)","","2025"
"Li, Chenyan","Shandong University (CN)","","2025"
"Vertesi, Robert","HUN-REN Wigner Research Centre for Physics (HU)","","2025"
"Jiang, Tao","China Institute of Atomic Energy (CN)","","2025"
"Likmeta, Iris","University of Houston (US)","","2025"
"K K, Gowthama","Indian Institute of Technology Bombay","","2025"
"Donigus, Benjamin","Johann-Wolfgang-Goethe Univ. (DE)","","2025"
"Mantovani Sarti, Valentina","Technische Universitaet Muenchen (DE)","","2025"
"Jackson, Greg","SUBATECH (CNRS/IN2P3)","","2025"
"Scheid, Horst Sebastian","CERN","","2025"
"Fujimoto, Yuki","University of California, Berkeley / RIKEN","","2025"
"Ogrodnik, Agnieszka Ewa","Charles University (CZ)","","2025"
"Lourenco Henriques Barata, Joao","","","2025"
"Arslandok, Mesut","Yale University (US)","","2025"
"Elfner, Hannah","","","2025"
"Bielcikova, Jana","Czech Academy of Sciences (CZ)","","2025"
"Mager, Magnus","CERN","","2025"
"Bossi, Hannah","Massachusetts Inst. of Technology (US)","","2025"
"Nijs, Govert Hugo","CERN","","2025"
"Seidlitz, Blair Daniel","Columbia University (US)","","2025"
"Pu, Shi","","","2025"
"Xu, Zhiwan","Los Alamos National Laboratory","","2025"
"Rennecke, Fabian","Justus Liebig University Giessen","","2025"
"Brandt, Bastian","University of Bielefeld","","2025"
"Esumi, Shinichi","University of Tsukuba (JP)","","2025"
"Zhou, You","Niels Bohr Institute (DK)","","2025"
"Salazar, Farid","Institute for Nuclear Theory, University of Washington","","2025"
"Boguslavski, Kirill","TU Wien (AT)","","2025"
"soudi, ismail","University of Jyvaskyla","","2025"
"Mc Ginn, Christopher","MIT","","2025"
"Soto Ontoso, Alba","Universidad de Granada (ES)","","2025"
"Fan, Wenqing","University of Houston (US)","","2025"
"Yao, Xiaojun","University of Washington","","2025"
"Winn, Michael","Université Paris-Saclay (FR)","","2025"
"Innocenti, Gian Michele","Massachusetts Inst. of Technology (US)","","2025"
"Stock, Reinhard","Johann-Wolfgang-Goethe Univ. (DE)","","2025"
"SHIROYA, MEHULKUMAR","GSI Helmholtzzentrum für Schwerionenforschung GmbH","","2025"
"Gutierrez Menendez, David","","","2025"
"Ahrens, Luca Jonas","Justus Liebig University Gießen","","2025"
"Becker, Marten","Justus Liebig University Gießen","","2025"
"Liu, Tingbao","Central China Normal University","","2025"
"Li, Zengzhi","South China Normal University","","2025"
"Ji, Yuanjing","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE) & Lawrence Berkeley National Laboratory","","2025"
"Gou, Xingrui","","","2025"
"Fu, Tong","Shandong University","","2025"
"Paul, Souvik","Stony Brook University","","2025"
"Dash, Sadhana","IIT- Indian Institute of Technology (IN)","","2025"
"Kosarzewski, Leszek Krzysztof","Ohio State University","","2025"
"Jamaly, Keiwan","","","2025"
"Han, Junyi","Central China Normal University","","2025"
"Bencedi, Gyula","HUN-REN Wigner Research Centre for Physics (HU)","","2025"
"McLaughlin, Emma","","","2025"
"Hu, Chenlu","University of Chinese Academy of Sciences","","2025"
"Zheng, Guangyu","University of Chinese Academy of Sciences","","2025"
"Bilandzic, Ante","Technische Universitaet Muenchen (DE)","","2025"
"Levai, Peter","HUN-REN Wigner Research Centre for Physics (HU)","","2025"
"Majumder, Abhijit","Wayne State University","","2025"
"Bai, Xiaozhi","University of Science and Technology of China (USTC)","","2025"
"Manea, Alexandru","Institute of Space Science  subsidiary of INFLPR (RO)","","2025"
"Sahoo, Bhagyarathi","Indian Institute of Technology  Indore (IN)","","2025"
"Sahoo, Raghunath","Indian Institute of Technology  Indore (IN)","","2025"
"Matlhakola, Ofentse","University of the Witwatersrand","","2025"
"Akridge, Zachary","Indiana University","","2025"
"Wu, Kaiyi","CCNU","","2025"
"Pei, Jia-Lin","","","2025"
"Menon K R, Aswathy","Indian Institute of Technology  Indore (IN)","","2025"
"Prasad, Suraj","Indian Institute of Technology  Indore (IN)","","2025"
"Witkowski , Nikodem","","","2025"
"Gyulai, Laszlo","HUN-REN Wigner Research Centre for Physics (HU)","","2025"
"Vassiliev, Iouri","GSI","","2025"
"Zhou, Yingjie","","","2025"
"Krupczak, Renata","Universität Bielefeld","","2025"
"Marczenko, Michał","University of Wrocław","","2025"
"Singh, Balwan","University of Jammu (IN)","","2025"
"Gupta, Ramni","University of Jammu (IN)","","2025"
"P. Pala, Kevin","","","2025"
"Barreto, Leonardo","Universidade de Sao Paulo (BR), Universität Münster (DE)","","2025"
"Franção, Vinícius","","","2025"
"Jahan, Syed Afrid","Wayne State University","","2025"
"Guo, Shuang","Fudan university","","2025"
"Kincses, Dániel","Eötvös Loránd University","","2025"
"Sharma, Sayantan","IMSc","","2025"
"Bhadury, Samapan","Jagiellonian University","","2025"
"Rosales Herrera, Diana","Autonomous University of Puebla (MX)","","2025"
"Kuo, Meng-Hsiu","","","2025"
"Törnkvist, ROBIN","Universidade de Santiago de Compostela - IGFAE","","2025"
"Florio, Adrien","","","2025"
"Grossi, Eduardo","","","2025"
"Parisi, Gabriele","Università degli Studi di Catania","","2025"
"Rybczynski, Maciej","Jan Kochanowski University (PL)","","2025"
"Pandav, Ashish","","","2025"
"Lumeng, Liu","Fudan University","","2025"
"Chochulska, Zuzanna Anna","Warsaw University of Technology (PL)","","2025"
"Huhta, Laura","University of Jyvaskyla (FI)","","2025"
"Takamura, Mai","Nara Women's University (JP)","","2025"
"Nassirpour, Adrian Fereydon","Sejong University (KR)","","2025"
"Mantzaridis, Georgios","Technische Universitaet Muenchen (DE)","","2025"
"Del Grande, Raffaele","Technische Universitaet Muenchen (DE)","","2025"
"Stratmann, Peter","Universität Münster (DE)","","2025"
"Hansen, Joachim","Lund University (SE)","","2025"
"Tiltmann, Nicolas","CERN, Universität Münster (DE)","","2025"
"Park, Hanseo","University of Tsukuba (JP)","","2025"
"Lejeune, Alexian Marc","Czech Technical University  in Prague (CZ)","","2025"
"Koley, Hirak Kumar","Jadavpur University (IN)","","2025"
"Islam, Md Samsul","Indian Institute of Technology Bombay","","2025"
"Staa, Joey","Lund University (SE)","","2025"
"Cho, Jaeyoon","Inha University (KR)","","2025"
"INABA, Motoi","Tsukuba University of Technology (JP)","","2025"
"Deb, Rohaan","University of Brescia","","2025"
"Storehaug, Ida","University of Oslo (NO)","","2025"
"Pradhan, Kshitish Kumar","IIT Indore","","2025"
"Bae, Joonsuk","Sungkyunkwan University (KR)","","2025"
"Ito, Subaru","University of Tsukuba (JP)","","2025"
"Upadhyaya, Sahil","Institute of Nuclear Physics Polish Academy of Sciences, Kraków","","2025"
"Xu, Lang","Central China Normal University  CCNU (CN)","","2025"
"Wang, Yubiao","Central China Normal University  CCNU (CN)","","2025"
"Barman, Banajit","","","2025"
"Hwang, Tucker","University of California Berkeley (US)","","2025"
"Karlsson Gumprecht, Jesper","Austrian Academy of Sciences (AT)","","2025"
"Sakai, Shingo","University of Tsukuba (JP)","","2025"
"Kim, Minjae","Pusan National University (KR)","","2025"
"Gahlaut, Tanu","IIT- Indian Institute of Technology (IN)","","2025"
"Verma, Rahul","IIT- Indian Institute of Technology (IN)","","2025"
"Behera, Debadatta","Indian Institute of Technology  Indore (IN)","","2025"
"Jia, Shihai","University of Copenhagen (DK)","","2025"
"Rauch, Max Philip","University of Bergen (NO)","","2025"
"Feng, Wenhui","Central China Normal University  CCNU (CN)","","2025"
"Kurashvili, Podist","National Centre for Nuclear Research (PL)","","2025"
"Valencia Torres, Victor","Centre National de la Recherche Scientifique (FR)","","2025"
"Roy, Subhadeep","IIT- Indian Institute of Technology (IN)","","2025"
"Sawan, Sawan","National Institute of Science  Education and Research (NISER) (IN)","","2025"
"Gami, Sarjeeta","National Institute of Science  Education and Research (NISER) (IN)","","2025"
"Lim, Hyunji","Pusan National University (KR)","","2025"
"Lim, Sanghoon","Pusan National University (KR)","","2025"
"Sharma, Deependra","IIT- Indian Institute of Technology (IN)","","2025"
"Koster, Noor","","","2025"
"Romanenko, Gleb","Universita e INFN, Bologna (IT)","","2025"
"Patley, Yash","IIT- Indian Institute of Technology (IN)","","2025"
"Ercolessi, Francesca","Universita e INFN, Bologna (IT)","","2025"
"Cerri, Rebecca","Universita e INFN Torino (IT)","","2025"
"Bala, Renu","University of Jammu (IN)","","2025"
"Spijkers, Rik","Nikhef National institute  for subatomic physics (NL)","","2025"
"Khade, Swapnesh","Indian Institute of Technology  Indore (IN)","","2025"
"Ali, Bushra","Aligarh Muslim University (IN)","","2025"
"Tavira Garcia, Andrea","Université Paris-Saclay (FR)","","2025"
"Ji, Su-Jeong","Pusan National University (KR)","","2025"
"Paul, Biswarup","Department of Atomic Energy (IN)","","2025"
"Kumar, Deekshit","Department of Atomic Energy (IN)","","2025"
"Bhaduri, Partha Partim","Variable Energy Cyclotron Centre, Bidhannagar, Kolkata-700064, INDIA","","2025"
"Khan, Ahsan Mehmood","University of Science and  Technology of China (CN)","","2025"
"Soto-Hernandez, Analyce","Ohio State University (US)","","2025"
"Abranches De Carvalho, Leopoldo","Universidade de Sao Paulo (BR)","","2025"
"Bhasin, Anju","University of Jammu (IN)","","2025"
"Sharma, Meenakshi","University of Jammu (IN)","","2025"
"Zhang, Yuan","University of Science and  Technology of China (CN)","","2025"
"El Mard, Youssef","Goethe University Frankfurt (DE)","","2025"
"Sharma, Upasana","University of Jammu (IN)","","2025"
"Cattaruzzi, Samuele","Universita e INFN Trieste (IT)","","2025"
"Garetti, Sara","Université Paris-Saclay (FR)","","2025"
"Xiong, Zhenjun","University of Science and  Technology of China (CN)","","2025"
"Barreau, Emilie Martine","Centre National de la Recherche Scientifique (FR)","","2025"
"Padhan, Sonali","IIT- Indian Institute of Technology (IN)","","2025"
"Strangmann, Nicolas","Goethe University Frankfurt (DE)","","2025"
"Van Veen, Cas","Heidelberg University (DE)","","2025"
"Patra, Rajendra Nath","INFN Bari(IT)","","2025"
"Bufalino, Stefania","Politecnico di Torino (IT)","","2025"
"Ege, Emma Charlotte","Goethe University Frankfurt (DE)","","2025"
"Hemmer, Marvin","Goethe University Frankfurt (DE)","","2025"
"Sabiu, Bianca","Universita e INFN, Bologna (IT)","","2025"
"Gao, Yining","Fudan University","","2025"
"Tyler, Jace","","","2025"
"Zhang, Yu","Guangxi Normal University","","2025"
"Lomicky, Ondrej","Czech Technical University in Prague","","2025"
"Li, Xinbai","University of Science and Technology of China","","2025"
"Wang, Zhuo","","","2025"
"DASH, ADITYA PRASAD","University of California Los Angeles","","2025"
"Nasrulloh, Huda","University of Science and Technology of China","","2025"
"Xu, Yongcong","","","2025"
"Svoboda, Michal","Nuclear Physics Institute, Czech Academy of Sciences","","2025"
"Paulinyova, Zuzana","Pavol Jozef Safarik University (SK)","","2025"
"He, Yang","","","2025"
"Mondal, Bappaditya","","","2025"
"Manikandhan, Rutik","University of Houston","","2025"
"Si, Fan","","","2025"
"Zhang, Xin","Institute of Modern Physics, Chinese Academy of Sciences","","2025"
"Jindal, Nicholas","Ohio State University (US)","","2025"
"Han, Xihe","","","2025"
"Wu, Xin","University of Science and Technology of China","","2025"
"Corey, Samuel","Ohio State University","","2025"
"Song, Youqi","","","2025"
"Tamis, Andrew","Yale University","","2025"
"Mooney, Isaac","","","2025"
"Sahoo, NIHAR RANJAN","Texas A&M University","","2025"
"WU, XIATONG","","","2025"
"Pani, Tanmay","","","2025"
