Name,Institute,Country,Year
"Alba, Paolo Giuseppe","University of Turin","","2014"
"Linnyk, Olena","University of Giessen","","2014"
"Ortiz Velasquez, Antonio","Universidad Nacional Autonoma (MX)","","2014"
"Timilsina, Arbin","Iowa State Univeristy","","2014"
"Usai, Gianluca","Universita e INFN (IT)","","2014"
"Pauly, Christian","Bergische Universitaet Wuppertal (DE)","","2014"
"Jipa, Alexandru","Atomic and Nuclear Physics Chair, Faculty of Physics, University of Bucharest, Romania","","2014"
"Wagner, Jan","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2014"
"Salzwedel, Jai","Ohio State University (US)","","2014"
"Steinpreis, Matthew Donald","Ohio State University (US)","","2014"
"Bianchin, Chiara","University of Utrecht (NL)","","2014"
"Bhom, Jihyun","University of Tsukuba (JP)","","2014"
"Moreira De Godoy, Denise Aparecida","Laboratoire de Physique Subatomique et des Technologies Associe","","2014"
"Younus, Mohammed","Variable Energy Cyclotron Centre","","2014"
"Luo, Tan","Central China Normal University","","2014"
"Kajantie, Keijo","Helsinki Institute of Physics","","2014"
"Kopeliovich, Boris","UTFSM","","2014"
"Rybczynski, Maciej","Jan Kochanowski University (PL)","","2014"
"Wang, Xin-Nian","Central China Normal University/Lawrence Berkeley National Lab","","2014"
"Cao, Shanshan","Duke University","","2014"
"Lebedeva, Elena","","","2014"
"Rapp, Ralf","Texas A&M University","","2014"
"Zhu, Yan","University of Santiago de Compostela","","2014"
"Oh, Saehanseul","Yale University (US)","","2014"
"Bernhard, Jonah E.","Duke University","","2014"
"Mohapatra, Ranjita","Physical Research Laboratory","","2014"
"Sakaguchi, Takao","BNL","","2014"
"Heinz, Ulrich","The Ohio State University","","2014"
"Sakaida, Miki","Osaka University","","2014"
"Pereira De Oliveira Filho, Elienos","Universidade de Sao Paulo (BR)","","2014"
"Dubla, Andrea","University of Utrecht (NL)","","2014"
"Robaina, Daniel","Institute of Nuclear Physics, University of Mainz","","2014"
"Wolff, Zack","Purdue University","","2014"
"Nishiyama, Kazuya","Kyoto U.","","2014"
"Citron, Zvi","Weizmann Institute of Science (IL)","","2014"
"Zimmermann, Alice","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2014"
"Kucera, Vit","Acad. of Sciences of the Czech Rep. (CZ)","","2014"
"Kral, Jiri","University of Jyvaskyla (FI)","","2014"
"Dusling, Kevin","","","2014"
"Wang, Dujuan","University of Bergen","","2014"
"Reed, Rosi Jan","Yale University (US)","","2014"
"Sarsour, Murad","Georgia State University","","2014"
"Ikeda, Atsuro","Osaka University","","2014"
"Kim, Taekwang","Osaka University","","2014"
"Grabowska-Bold, Iwona","AGH University of Science and  Technology (PL)","","2014"
"Vertesi, Robert","Nuclear Physics Institute of the Czech Academy of Sciences","","2014"
"Morad, Razieh","University of Cape Town","","2014"
"Bazavov, Alexei","University of Iowa","","2014"
"Tang, Aihong","Brookhaven National Laboratory","","2014"
"Wysocki, Matthew","Oak Ridge National Lab","","2014"
"Tsutsui, Shoichiro","Kyoto University","","2014"
"Wang, Hui","Brookhaven National Lab","","2014"
"Devetak, Damir","University of Belgrade (RS)","","2014"
"Mohapatra, Soumya","State University of New York (US)","","2014"
"Debbe Velasco, Ramiro Rolando","Brookhaven National Laboratory (US)","","2014"
"Bielski, Rafal","AGH University of Science and  Technology (PL)","","2014"
"Tieulent, Raphael","Universite Claude Bernard-Lyon I (FR)","","2014"
"mehtar-tani, yacine","IPhT CEA/Saclay","","2014"
"Schulc, Martin","Czech Technical University (CZ)","","2014"
"Marin, Ana","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2014"
"Bock, Friederike","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2014"
"Broker, Theo Alexander","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Zhu, Xiangrong","Central China Normal University  CCNU (CN)","","2014"
"Gonzalez Zamora, Pedro","Centro de Investigaciones Energ. Medioambientales y Tecn. - (ES","","2014"
"Passfeld, Annika","Westfaelische Wilhelms-Universitaet Muenster (DE)","","2014"
"Okubo, Tsubasa","Hiroshima University (JP)","","2014"
"Magas, Volodymyr","University of Barcelona","","2014"
"Liu, Ming","Los Alamos National Laboratory","","2014"
"Akbiyik, Melike","KIT - Karlsruhe Institute of  Technology (DE)","","2014"
"Kozlov, Igor","McGill University","","2014"
"Samberg, Andreas","Institute for Theoretical Physics, Heidelberg University","","2014"
"Hopfer, Markus","Karl-Franzens University Graz","","2014"
"Loshaj, Frasher","Stony Brook University","","2014"
"van der Schee, Wilke","Utrecht University","","2014"
"Sahoo, Raghunath","Indian Institute of Technology  Indore (IN)","","2014"
"Schlichting, Sören","Brookhaven National Lab","","2014"
"Berenyi, Daniel","Wigner RCP of the Hungarian Academy of Sciences, Hungary","","2014"
"Singla, Minni","GSI","","2014"
"Ono, Hiroshi","University of Tsukuba","","2014"
"Tomasik, Boris","Univerzita Mateja Bela (SK)","","2014"
"Ristea, Catalin","Faculty of Physics, University of Bucharest, Institute of Space Science, Magurele","","2014"
"Ristea, Oana","Faculty of Physics, University of Bucharest","","2014"
"Nagashima, Kazuya","Hiroshima University","","2014"
"HOSHINO, TOMOYA","Hiroshima University","","2014"
"Dainese, Andrea","INFN - Padova (IT)","","2014"
"Kim, Hyunchul","Korea University (KR)","","2014"
"Hattori, Koichi","RIKEN","","2014"
"Lisniak, Stanislav","Ecole Polytechnique (FR)","","2014"
"Zsigmond, Anna","Wigner RCP, Budapest (HU)","","2014"
"Behnke, Claudia","U","","2014"
"Dubey, Anand Kumar","Department of Atomic Energy (IN)","","2014"
"Plumari, Salvatore","University of Catania (Italy)","","2014"
"Greco, Vincenzo","University of Catania","","2014"
