Name,Institute,Country,Year
"Mazumder, Surasree","Variable Energy Cyclotron Centre, Kolkata","","2014"
"Sorin, Alexander","Joint Institute for Nuclear Research (Dubna)","","2014"
"Zhou, You","NIKHEF and University of Utrecht (NL)","","2014"
"Yang, Hongyan","University of Utrecht (NL)","","2014"
"Tripolt, Ralf-Arno","TU Darmstadt","","2014"
"Shuryak, Edward","stony brook university","","2014"
"Vogt, Ramona","LLNL","","2014"
"Noronha-Hostler, Jacquelyn","University of Sao Paulo","","2014"
"Yang, Zhenwei","Tsinghua University (CN)","","2014"
"Poniatowska, Katarzyna","Warsaw University of Technology","","2014"
"Jalilian-Marian, Jamal","Baruch College","","2014"
"Olszewski, Adam","Jan Kochanowski University","","2014"
"Herold, Christoph","","","2014"
"Lee, Songkyo","Korea University (KR)","","2014"
"Loggins, Vera","Wayne State University (US)","","2014"
"Chien, Yang-Ting","LANL","","2014"
"Boguslavski, Kirill","Heidelberg University","","2014"
"Mishra, Ananta P.","Physical Research Laboratory, Ahmedabad","","2014"
"M. Hamed, Ahmed","University of Mississippi, Texas A&M University","","2014"
"Gyulassy, Miklos","Columbia University","","2014"
"Edwards-Bruner, Christopher Ryan","University of Kansas (US)","","2014"
"Omet, Carsten","GSI Helmholtzzentrum für Schwerionenforschung mbH","","2014"
"Gupta, Shikshit","University of Jammu","","2014"
"Schenke, Bjoern","Brookhaven National Lab","","2014"
"Schwenzer, Kai","W","","2014"
"Sahlmuller, Baldo","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Abdel-Aziz, Mohamed","Ain Shams University","","2014"
"Teilab, Khaled","Institut für Theoretische Physik - Universität Frankfurt","","2014"
"Young, Clint","University of Minnesota","","2014"
"Fischer, Christian","JLU Giessen","","2014"
"Lim, Sanghoon","Yonsei University","","2014"
"Paul, Biswarup","Saha Institute of Nuclear Physics (IN)","","2014"
"Lacey, Roy","Stony Brook University","","2014"
"Alves Garcia Prado, Caio","Universidade de Sao Paulo (BR)","","2014"
"Patra, Binoy Krishna","Indian Institute of Technology Roorkee","","2014"
"Dion, Alan","Stony Brook University","","2014"
"Morrison, David","BNL","","2014"
"Oliinychenko, Dmytro","Frankfurt Institute for Advanced Studies, Frankfurt, Germany","","2014"
"Bugaev, Kyrill","Bogolyubov Institute for Theoretical Physics, Kiev, Ukraine","","2014"
"Borghini, Nicolas","University of Bielefeld","","2014"
"Esumi, Shinichi","University of Tsukuba (JP)","","2014"
"Scior, Philipp","TU Darmstadt","","2014"
"Tannenbaum, Michael","Brookhaven National Laboratory (US)","","2014"
"Nakagomi, Hiroshi","Tsukuba University","","2014"
"Bryslawskyj, Jason","CUNY Baruch","","2014"
"XUE, LIANG","Georgia State University","","2014"
"Huo, Peng","Stony Brook University","","2014"
"Lin, Shu","RIKEN BNL","","2014"
"Czajka, Alina","Jan Kochanowski University","","2014"
"Endres, Stephan","Frankfurt University / Frankfurt Institute for Advanced Studies","","2014"
"Windisch, Andreas","University of Graz","","2014"
"Morita, Kenji","Frankfurt Institute for Advanced Studies","","2014"
"Floerchinger, Stefan","CERN","","2014"
"Pok Man, Lo","GSI","","2014"
"Pahula Hewage, Sandun","University of Houston (US)","","2014"
"Akamatsu, Yukinao","Nagoya University","","2014"
"Weil, Janus","FIAS","","2014"
"Meres, Michal","Comenius University (SK)","","2014"
"Zinovjev, Gennady","National Academy of Sciences of Ukraine (UA)","","2014"
"Baral, Rama Chandra","Institute of Physics (IN)","","2014"
"Borissov, Alexander","Pusan National University (KR)","","2014"
"Dash, Ajay Kumar","Universidade Estadual de Campinas (BR)","","2014"
"Völkl, Martin","","","2014"
"Caffarri, Davide","CERN","","2014"
"Romita, Rosa","University of Liverpool (GB)","","2014"
"Kalaydzhyan, Tigran","Stony Brook University","","2014"
"Luparello, Grazia","Universita e INFN (IT)","","2014"
"Rossi, Andrea","CERN","","2014"
"Zampolli, Chiara","Universita e INFN (IT)","","2014"
"Murase, Koichi","The University of Tokyo","","2014"
"Ryu, Sangwook","McGill University","","2014"
"La Pointe, Sarah","Universita e INFN (IT)","","2014"
"Kordell, Michael","W","","2014"
"Teixeira De Almeida Milhano, Guilherme","Universidade de Santiago de Compostela (ES)","","2014"
"Cunha Apolinario, Liliana Marisa","Universidade de Santiago de Compostela (ES)","","2014"
"Ploskon, Mateusz","Lawrence Berkeley National Lab. (US)","","2014"
"Zhang, Xiaoming","Lawrence Berkeley National Lab. (US)","","2014"
"McGlinchey, Darren","University of Colorado","","2014"
"Heinz, Achim","ITP Frankfurt am Main","","2014"
"Rappold, Christophe","Justus-Liebig-Universit\""at Giessen & GSI Helmholtz Centre for Heavy Ion Research","","2014"
"Valencia Palomo, Lizardo","Univ. Blaise Pascal Clermont-Fe. II (FR)","","2014"
"Senzel, Florian","Goethe-Universität Frankfurt","","2014"
"Valiyavalappil Kizhakkepura, Abdulla Abdulsalam","Bhabha Atomic Research Centre (IN)","","2014"
"Appelt, Eric Andrew","Vanderbilt University (US)","","2014"
"Heuser, Johann","GSI","","2014"
"Barbieri, Richard Alexander","Massachusetts Inst. of Technology (US)","","2014"
"Habich, Mathis","University of Colorado Boulder","","2014"
"Lai, Yue Shi","Massachusetts Inst. of Technology (US)","","2014"
"Gulhan, Doga Can","Massachusetts Inst. of Technology (US)","","2014"
"Jung, Kurt Eduard","Purdue University (US)","","2014"
"Tinti, Leonardo","UJK","","2014"
"Kosek, Tomas","Charles University (CZ)","","2014"
"Roy, Victor","Central China Normal University","","2014"
"Goldschmidt, Andy","The Ohio State University","","2014"
"Begun, Viktor","UJK","","2014"
"Rybicki, Andrzej","Institute of Nuclear Physics, Polish Academy of Sciences","","2014"
"Szczurek, Antoni","Institute of Nuclear Physics, Polish Academy of Sciences, and University of Rzeszów","","2014"
"Milov, Alexander","Weizmann Institute of Science (IL)","","2014"
"Gursoy, Umut","University of Utrecht (NL)","","2014"
"Florkowski, Wojciech","Institute of nuclear Physics, Krakow","","2014"
"Asakawa, Masayuki","Osaka University","","2014"
"Ryblewski, Radoslaw","Institute of Nuclear Physics PAS","","2014"
"Martinez Guerrero, Mauricio","The Ohio State University","","2014"
"Luo, Xiaofeng","Central China Normal University","","2014"
"Nunes da Silva, Tiago","University of Groningen","","2014"
"Raniwala, Rashmi","University of Rajasthan (IN)","","2014"
"Csanad, Mate","","","2014"
"Kopfer, Jan","University Wuppertal","","2014"
"Dudek, Danuce","Universidade Estadual Paulista","","2014"
"Strodthoff, Nils","Universitaet Heidelberg","","2014"
"Sexty, Denes","University of Heidelberg","","2014"
"Ye, Zhenyu","University of Illinois at Chicago","","2014"
"Denicol, Gabriel","McGill University","","2014"
"Soltz, Ron","Lawrence Livermore Nat. Laboratory (US)","","2014"
"Mizuno, Sanshiro","University of Tsukuba (JP)","","2014"
"LIU, Fu-Ming","CCNU, Wuhan","","2014"
"Campbell, Sarah","Iowa State University","","2014"
"Durham, J. Matthew","Los Alamos National Laboratory","","2014"
"huang, shengli","PHENIX Collaboration","","2014"
"AJITANAND, Nuggehalli","Stony Brook University","","2014"
"Mitra, Sukanya","Variable Energy Cyclotron Centre","","2014"
"Nagle, James","Unknown","","2014"
"Kekelidze, Vladimir","Joint Inst. for Nuclear Research (RU)","","2014"
"Lee, Kang Seog","Chonnam National University","","2014"
"Monnai, Akihiko","RIKEN BNL Research Center","","2014"
"Panero, Marco","IFT UAM/CSIC","","2014"
"Festanti, Andrea","Universita e INFN (IT)","","2014"
"Bhalerao, Rajeev","Tata Institute of Fundamental Research","","2014"
"V., Sreekanth","Tata Institute of Fundamental Research","","2014"
"Pal, Subrata","Tata Institute of Fundamental Research","","2014"
"Chatterjee, Rupa","","","2014"
"Putschke, Joern","Wayne State University","","2014"
"Qiu, Hao","LBNL","","2014"
"Xin, Kefeng","","","2014"
"Kukral, Ota","Czech Technical University, Prague","","2014"
"Yi, Li","","","2014"
"Gangadharan, Dhevan Raja","Lawrence Berkeley National Lab. (US)","","2014"
"Krajczar, Krisztian","CERN","","2014"
"Beck, Hans","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Derendarz, Dominik Karol","Polish Academy of Sciences (PL)","","2014"
"Andrei, Cristian","IFIN-HH Bucharest (RO)","","2014"
"Steinberg, Peter Alan","Brookhaven National Laboratory (US)","","2014"
"Chatterjee, Sandeep","National Institute of Science Education and Research","","2014"
"Nigmatkulov, Grigory","N","","2014"
"Yamazaki, Kanako","University of Tokyo","","2014"
"Steinheimer, Jan","","","2014"
"Zaslavsky, David","Penn State University","","2014"
"Nonaka, Chiho","Nagoya University","","2014"
"Yang, Qian","U","","2014"
"Unger, Wolfgang","U","","2014"
"Jipa, A.","Faculty of Physics, University of Bucharest, Romania","","2014"
"SARKAR, AMAL","iit-bombay","","2014"
"OZVENCHUK, Vitalii","subatech","","2014"
"Molnar, Denes","Purdue University","","2014"
"Chirilli, Giovanni Antonio","The Ohio State University","","2014"
"Gossiaux, Pol","Subatech","","2014"
"Das, Debasish","Saha Institute of Nuclear Physics (IN)","","2014"
"Massacrier, Laure Marie","Laboratoire de Physique Subatomique et des Technologies Associe","","2014"
"Shigaki, Kenta","Hiroshima University (JP)","","2014"
"Balog, Tomas","GSI","","2014"
"Martin Blanco, Javier","Laboratoire de Physique Subatomique et des Technologies Associe","","2014"
"Castillo Castellanos, Javier","CEA/IRFU,Centre d'etude de Saclay Gif-sur-Yvette (FR)","","2014"
"Adare, Andrew","University of Colorado","","2014"
"Eyyubova, Gyulnara","Czech Technical University in Prague, FNSPE, Prague, Czech Republic","","2014"
"Ghosh, Pradeep","GSI","","2014"
"Kurkela, Eero Aleksi","CERN","","2014"
"Basar, Gokce","Stony Brook University","","2014"
"Ma, Guo-Liang","Shanghai INstitute of Applied Physics (SINAP), CAS","","2014"
"Pang, LongGang","Central China Normal University","","2014"
"Xing, Hongxi","LANL","","2014"
"Strickland, Michael","Kent State University","","2014"
"Kapusta, Joseph","University of Minnesota","","2014"
"Betz, Barbara","Frankfurt University","","2014"
"Hess, Benjamin Andreas","Eberhard-Karls-Universitaet Tuebingen (DE)","","2014"
"Nardi, Marzia","INFN","","2014"
"Kaczmarek, Olaf","University of Bielefeld","","2014"
"Berrehrah, Hamza","Frankfurt Institute for Advanced Studies (FIAS)","","2014"
"Yaldo, Chris G","Wayne State University (US)","","2014"
"Tapia Takaki, Daniel","Universite de Paris-Sud 11 (FR)","","2014"
"Oh, Kunsu","Pusan National University (KR)","","2014"
"Aiola, Salvatore","Yale University (US)","","2014"
"Hansen, Alexander","University of Copenhagen (DK)","","2014"
"Jezghani, Margaret","Georgia State University","","2014"
"Tribedy, Prithwish","VECC","","2014"
"Barnafoldi, Gergely","Hungarian Academy of Sciences (HU)","","2014"
"Filinov, Vladimir","Joint Institute for High Temperatures, Russian Academy of Sciences, Moscow, Russia","","2014"
"Liao, Jinfeng","Indiana University","","2014"
"SHI, Shuzhe","Tsinghua University","","2014"
"Torres-Rincon, Juan","Institut de Ciencies de l'Espai","","2014"
"Stefanek, Grzegorz","Jan Kochanowski University (PL)","","2014"
"Borsanyi, Szabolcs","University of Wuppertal","","2014"
"Siklér, Ferenc","Wigner RCP, Budapest (HU)","","2014"
"Broz, Michal","Czech Technical University (CZ)","","2014"
"Chen, Zhenyu","Rice University (US)","","2014"
"Rajagopal, Krishna","Massachusetts Inst. of Technology (US)","","2014"
"Ilgenfritz, Ernst-Michael","JINR Dubna, VBLHEP and BLTP","","2014"
"Prasad, Sidharth Kumar","Wayne State University (US)","","2014"
"Lang, Robert","TUM, RIKEN","","2014"
"Schmidt, Christian","University of Bielefeld","","2014"
"Zhuang, Pengfei","Tsinghua University","","2014"
"Chudasama, Ruchi","Bhabha Atomic Research Centre (IN)","","2014"
"Rolando, Valentina","Università di Ferrara, INFN Ferrara","","2014"
"Nystrand, Joakim","University of Bergen (NO)","","2014"
"Csernai, Laszlo","Department of Physics and Technology","","2014"
"Venugopalan, Raju","","","2014"
"Noronha, Jorge","University of Sao Paulo","","2014"
"Arnold, Peter","University of Virginia","","2014"
"Ozdemir, Mahmut","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Paatelainen, Risto","University of Jyväskylä","","2014"
"Mastroserio, Annalisa","Universita e INFN (IT)","","2014"
"Kohler, Markus","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2014"
"Gunji, Taku","University of Tokyo (JP)","","2014"
"Horowitz, William","University of Cape Town","","2014"
"Francis, Anthony","Helmholtz Institut Mainz","","2014"
"Xie, Guannan","for the STAR Collaboration","","2014"
"Romatschke, Paul","U","","2014"
"Fister, Leonard","IPhT, CEA Saclay","","2014"
"Shao, Ming","Univ. of Sci. and Tech. of China","","2014"
"Milano, Leonardo","CERN","","2014"
"Dobrin, Alexandru Florin","University of Utrecht (NL)","","2014"
"Leogrande, Emilia","University of Utrecht (NL)","","2014"
"Belmont, Ron","Wayne State University (US)","","2014"
"Xu, Jiechen","Columbia University","","2014"
"Timmins, Anthony Robert","University of Houston (US)","","2014"
"Masuda, Kota","Univ. of Tokyo / RIKEN","","2014"
"Piyarathna, Danthasinghe","University of Houston (US)","","2014"
"Rusnak, Jan","Nuclear Physics Institute Prague","","2014"
"Rusnakova, Olga","Czech Technical University in Prague","","2014"
"Kunnawalkam Elayavalli, Raghav","Rutgers, State Univ. of New Jersey (US)","","2014"
"Lorenz, Manuel","GU Frankfurt","","2014"
"Klatsky, Jeff","PHENIX","","2014"
"Majumder, Abhijit","Wayne state university","","2014"
"Haag, Brooke","UC Davis","","2014"
"Begum, Umme Jamil","Debraj Roy College, Golaghat, Assam, India","","2014"
"Stiele, Rainer","Heidelberg University","","2014"
"Ohnishi, Akira","Kyoto University","","2014"
"Ichihara, Terukazu","Kyoto University","","2014"
"Zahed, Ismail","Stony Brook University","","2014"
"Moon, Dong Ho","University of Illinois at Chicago (US)","","2014"
"Kumar, Lokesh","National Institution of Science Education and Research","","2014"
"scardina, francesco","INFN Catania","","2014"
"Veres, Gabor","CERN","","2014"
"Dogra, Sunil Manohar","UNESP - Universidade Estadual  Paulista (BR)","","2014"
"Bufalino, Stefania","Universita e INFN (IT)","","2014"
"Mäntysaari, Heikki","University of Jyväskylä","","2014"
"Stiller, Johannes Hendrik","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2014"
"Terrevoli, Cristina","Universita e INFN (IT)","","2014"
"Uras, Antonio","Universite Claude Bernard-Lyon I (FR)","","2014"
"Huber, Markus","KFU Graz","","2014"
"Siddhanta, Sabyasachi","Universita e INFN (IT)","","2014"
"mwai, alex","Stony Brook University","","2014"
"Ozawa, Kyoichiro","KEK","","2014"
"Andrade, Rone","Universidade de São Paulo USP","","2014"
"Kojo, Toru","Bielefeld University","","2014"
"Sako, Hiroyuki","Japan Atomic Research Agency","","2014"
"Harris, Tim","Trinity College, Dublin","","2014"
"Mintz, Bruno","Universidade do Estado do Rio de Janeiro - Brazil","","2014"
"Hirono, Yuji","The University of Tokyo","","2014"
"Westfall, Gary","Michigan State University","","2014"
"Retinskaya, Ekaterina","CEA","","2014"
"Zhu, Xianglei","Tsinghua University","","2014"
"Pablos, Daniel","Universitat de Barcelona","","2014"
"Sinha, Bikash","Variable Energy Cyclotron Centre, Kolkata, India","","2014"
"Sadooghi, Neda","Department of Physics, Sharif University of Technology, Tehran, Iran","","2014"
"Meiring, Ben","University of Cape Town","","2014"
"Aparin, Alexey","JINR","","2014"
"Kang, Zhongbo","L","","2014"
"Wiranata, Anton","CCNU","","2014"
"Hempel, Matthias","Basel University","","2014"
"Maas, Axel","University of Jena","","2014"
"Rowan, Zachary","CUNY Baruch for the PHENIX collaboration","","2014"
"Pachmayer, Yvonne Chiara","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2014"
"Jena, Chitrasen","Universita e INFN (IT)","","2014"
"Epelbaum, Thomas","IPhT","","2014"
"Czopowicz, Tobiasz","Warsaw University of Technology (PL)","","2014"
"Malaev, Mikhail","B.P. Konstantinov Petersburg Nuclear Physics Institute - PNPI (","","2014"
"Karpenko, Iurii","Frankfurt Institute for Advanced Studies, Germany; Bogolyubov Institute for Theoretical Physics, Kiev, Ukraine","","2014"
"Kaptur, Emil Aleksander","University of Silesia (PL)","","2014"
"d'Enterria, David","CERN","","2014"
"Yamaguchi, Yorito","University of Tokyo","","2014"
"da Silva, Cesar Luiz","Los Alamos National Lab","","2014"
"Schuldes, Heidi","Goethe-University Frankfurt","","2014"
"Nayak, Kishora","National Institute of Science  Education and Research (IN)","","2014"
"Shen, Chun","Ohio State University","","2014"
"Ajitanand, Nuggehalli","SUNY Stony Brook","","2014"
"Martin, Nicole Alice","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2014"
"Knichel, Michael Linus","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2014"
"Alexandre, Didier","University of Birmingham (GB)","","2014"
"Angerami, Aaron","Columbia University (US)","","2014"
"Preghenella, Roberto","Universita e INFN (IT)","","2014"
"Vislavicius, Vytautas","Lund University (SE)","","2014"
"Guo, Yun","Universidade de Santiago de Compostela","","2014"
"Nasim, Md","NISER, Bhubaneswar, India","","2014"
"Sakai, Yuji","Kyushu University","","2014"
"Rothkopf, Alexander","H","","2014"
"Moreland, J. Scott","Duke University","","2014"
"Wesp, Christian","Goethe Universität Frankfurt","","2014"
"Geurts, Frank","Rice University (US)","","2014"
"Lomnitz, Michael","Kent State University","","2014"
"Trzeciak, Barbara","Czech Technical University in Prague","","2014"
"Mahmoud, Tariq","Universität Gießen","","2014"
"Fries, Rainer","Texas A&M University","","2014"
"Reynolds, Damian","State University of New York, Stony Brook","","2014"
"Kovalenko, Vladimir","St. Petersburg State University (RU)","","2014"
"Campbell, John","The Ohio State University","","2014"
"Djordjevic, Magdalena","Institute of Physics Belgrade, University of Belgrade","","2014"
"Shou, Qi-Ye","SINAP, BNL","","2014"
"Schram, Zsolt","U","","2014"
"Scheib, Timo","","","2014"
"Loctionov, Albert","Institute of Physics and Technology","","2014"
"Grassi, Frederique","","","2014"
"Bai, Xiaozhi","University of Illinois at Chicago","","2014"
"Horvat, Stephen","STAR","","2014"
"Yang, Chi","USTC/BNL","","2014"
"Ficnar, Andrej","Columbia University in the City of New York","","2014"
"Guo, Yi","USTC","","2014"
"Nakamura, Atsushi","Hiroshima Univ","","2014"
"Bala, Renu","University of Jammu (IN)","","2014"
"Sharma, Ankita","University of Jammu (IN)","","2014"
"Bailhache, Raphaelle","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Li, Shuang","Univ. Blaise Pascal Clermont-Fe. II (FR)","","2014"
"Bjelogrlic, Sandro","NIKHEF (NL)","","2014"
"Reichelt, Patrick Simon","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Hayashi, Shinichi","University of Tokyo (JP)","","2014"
"Kim, Yongsun","Korea University (KR)","","2014"
"Leoncino, Marco","University of Turin and INFN (IT)","","2014"
"Zhu, Lilin","Sichuan University","","2014"
"Lu, Xianguo","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2014"
"Drews, Matthias","TUM, Munich","","2014"
"Mitter, Mario","Univ. Heidelberg","","2014"
"Haake, Rudiger","Westfaelische Wilhelms-Universitaet Muenster (DE)","","2014"
"Bertens, Redmer Alexander","University of Utrecht (NL)","","2014"
"Arnaldi, Roberta","Universita e INFN (IT)","","2014"
"Watanabe, Daisuke","University of Tsukuba (JP)","","2014"
"Apolinario, Liliana","Universidade de Santiago de Compostela (ES)","","2014"
"Yu, Leo","Rutgers, State Univ. of New Jersey (US)","","2014"
"De Falco, Alessandro","Universita e INFN (IT)","","2014"
"Toia, Alberica","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Onderwaater, Jacobus","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2014"
"Ozaki, Sho","KEK","","2014"
"Lappi, Tuomas","University of Jyvaskyla","","2014"
"Zapp, Korinna Christine","CERN","","2014"
"Radhakrishnan, Sooraj Krishnan","State University of New York (US)","","2014"
"Olah, Laszlo","Hungarian Academy of Sciences (HU)","","2014"
"Song, Taesoo","Frankfurt Institute for Advanced Studies","","2014"
"Bencedi, Gyula","Hungarian Academy of Sciences (HU)","","2014"
"Mitchell, Jeffery","Brookhaven National Laboratory","","2014"
"Hegde, Prasad","Central China Normal University","","2014"
"Hongo, Masaru","The University of Tokyo","","2014"
"Uermoessy, Karoly","Hungarian Academy of Sciences (HU)","","2014"
"Shougaijam, Somorendro Singh","University of Delhi, Delhi","","2014"
"Ozonder, Sener","Institute for Nuclear Theory, University of Washington","","2014"
"Burnier, Yannis","EPFL","","2014"
"Scheffler, David","TU Darmstadt","","2014"
"Balek, Petr","Charles University (CZ)","","2014"
"Melo, Ivan","University of Zilina (SK)","","2014"
"Tachibana, Yasuki","The University of Tokyo","","2014"
"Bouras, Ioannis","University of Frankfurt a.M.","","2014"
"Hoehne, Claudia","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2014"
"Bhasin, Anju","University of Jammu (IN)","","2014"
"Huck, Patrick","LBNL/CCNU","","2014"
"Zha, Wangmei","USTC/BNL","","2014"
"Cho, Sungtae","","","2014"
"Haque, Md. Rihan","V","","2014"
"Watanabe, Kazuhiro","The University of Tokyo","","2014"
"Iida, Hideaki","Kyoto University","","2014"
"Zhao, Feng","University of California, Los Angeles","","2014"
"Basu, Sumit","Department of Atomic Energy (IN)","","2014"
"Paukkunen, Hannu","University of Jyväskylä","","2014"
"Bozek, Piotr","","","2014"
"Wilkinson, Jeremy","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2014"
"Lyuboshitz, Valery","Joint Institute for Nuclear Research ( Dubna )","","2014"
"Deja, Katarzyna","National Centre for Nuclear Research","","2014"
"Zhang, Bin","Arkansas State University","","2014"
"Bossu, Francesco","iThemba Lab. for Accel. Based Sci. (ZA)","","2014"
"Russo, Riccardo","Universita e INFN (IT)","","2014"
"Altsybeev, Igor","St. Petersburg State University (RU)","","2014"
"De, Sudipan","Department of Atomic Energy (IN)","","2014"
"Jahnke, Cristiane","Universidade de Sao Paulo (BR)","","2014"
"Graczykowski, Lukasz Kamil","Warsaw University of Technology (PL)","","2014"
"Meyer, Harvey B.","Joh. Gutenberg University Mainz","","2014"
"Wang, Quan","University of Kansas (US)","","2014"
"Xu, Lingshan","Purdue University (US)","","2014"
"Tywoniuk, Konrad","Universitat de Barcelona","","2014"
"Sharma, Monika","Vanderbilt University (US)","","2014"
"Zhang, Xilin","Institute of Nuclear and Particle Physics and Department of Physics and Astronomy, Ohio University, Athens, OH, USA","","2014"
"Dunkelberger, Jay","UCLA","","2014"
"Harabasz, Szymon","TU Darmstadt","","2014"
"Wang, Yaping","University of Illinois at Chicago","","2014"
"Nahrgang, Marlene","","","2014"
"Sinyukov, Yuri","Bogolyubov Institute for Theoretical Physics","","2014"
"Bluhm, Marcus","North Carolina State University","","2014"
"Varma, Mukund Madhav","Massachusetts Inst. of Technology (US)","","2014"
"Peitzmann, Thomas","University of Utrecht (NL)","","2014"
"Trzaska, Wladyslaw Henryk","University of Jyvaskyla (FI)","","2014"
"Endrodi, Gergely","U","","2014"
"Yano, Satoshi","Hiroshima University (JP)","","2014"
"Kamin, Jason Adrian","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Weinrich, Udo","GSI","","2014"
"Voloshin, Sergei","Wayne State University","","2014"
"Konchakovski, Volodymyr","Institute for Theoretical Physics, Giessen University","","2014"
"Paquet, Jean-Francois","McGill University","","2014"
"Hachiya, Takashi","RIKEN","","2014"
"Springer, Paul","Technische Universität München","","2014"
"Uphoff, Jan","Goethe University Frankfurt","","2014"
"Mizuno for the PHENIX Collaboration, Sanshiro","University of Tsukuba (JP)","","2014"
"Auvinen, Jussi","Frankfurt Institute for Advanced Studies","","2014"
"Jeon, Sangyong","McGill University","","2014"
"Vujanovic, Gojko","McGill University","","2014"
"Yan, Li","IPhT Saclay","","2014"
"Bellini, Francesca","Universita e INFN (IT)","","2014"
"Spousta, Martin","Columbia University and Charles University","","2014"
"Vajzer, Michal","Acad. of Sciences of the Czech Rep. (CZ)","","2014"
"Rybar, Martin","Charles University (CZ)","","2014"
"Perepelitsa, Dennis Vadimovich","Brookhaven National Laboratory (US)","","2014"
"Hirano, Tetsufumi","Sophia Univ","","2014"
"Book, Julian","Johann-Wolfgang-Goethe Univ. (DE)","","2014"
"Lonne, Per-Ivar","University of Bergen (NO)","","2014"
