Name,Institute,Country,Year
"Van Der Maarel, Jasper","Nikhef National institute  for subatomic physics (NL)","","2015"
"Rajput, Sonia","University of Jammu (IN)","","2015"
"Yoshiike, Ryo","Kyoto university","","2015"
"Thomas, Deepa","University of Texas (US)","","2015"
"Morreale, Astrid","Centre National de la Recherche Scientifique (FR)","","2015"
"Sekihata, Daiki","Hiroshima University (JP)","","2015"
"Zhang, Haitao","Central China Normal University  CCNU (CN)","","2015"
"Shou, Qiye","Central China Normal University (CN)","","2015"
"Matyja, Adam Tomasz","Polish Academy of Sciences (PL)","","2015"
"von Smekal, Lorenz","TU Darmstadt","","2015"
"Kolbe, Isobel","University of Cape Town","","2015"
"Ristea, Catalin","University of Bucharest, Faculty of Physics","","2015"
"Han, Seyoung","","","2015"
"Nagashima, Toru","Rikkyo University","","2015"
"Leoncino, Marco","University of Turin and INFN (IT)","","2015"
"SAHA, KINKAR","BOSE INSTITUTE","","2015"
"Reichelt, Patrick Simon","Johann-Wolfgang-Goethe Univ. (DE)","","2015"
"Tu, Zhoudunming","Rice University (US)","","2015"
"Hachiya, Takashi","RIKEN","","2015"
"Xu, Haojie","","","2015"
"Nagle, Jamie","University of Colorado Boulder","","2015"
"Md, Nasim","Uiniversity of california, Los Angeles","","2015"
"Sarsour, Murad","Georgia State University","","2015"
"Mameda, Kazuya","The University of Tokyo","","2015"
"Lee, Kisoo","Korea University (KR)","","2015"
"Maksymiuk, Ewa","Jan Kochanowski University","","2015"
"Grassi, Frederique","","","2015"
"Hongo, Masaru","The University of Tokyo","","2015"
"Puglisi, Armando","","","2015"
"Loggins, Vera","University of Illinois Urbana Champaign","","2015"
"Mishra, Madhukar","Birla Institute of Technology and Science Pilani, Pilani Campus","","2015"
"Hosokawa, Ritsuya","University of Tsukuba (JP)","","2015"
"Lappi, Tuomas","University of Jyvaskyla","","2015"
"ezzelarab, nada","Researcher and teaching assistant at MTI univ.","","2015"
"Nara, Yasushi","Akita International University","","2015"
"Teilab, Khaled","Goethe-University Frankfurt","","2015"
"Mitsuka, Gaku","RIKEN BNL Research Center","","2015"
"Corrales Morales, Yasser","Universita e INFN Torino (IT)","","2015"
"Hegde, Prasad","Central China Normal University","","2015"
"Ozawa, Kyoichiro","University of Tokyo (JP)","","2015"
"Guo, Yun","Guangxi Normal University, China","","2015"
"Heinz, Ulrich","The Ohio State University","","2015"
"Jena, Satyajit","University of Houston (US)","","2015"
"Furui, Sadataka","Graduate School of Science and Engineering, Teikyo University","","2015"
"Karasawa, Shintaro","Kyoto university","","2015"
"Moreau, Pierre","Frankfurt Institute of Advanced Studies","","2015"
"Kosek, Tomas","Charles University (CZ)","","2015"
"Zhu, Jianhui","Central China Normal University  CCNU (CN)","","2015"
"Das, Indranil","Saha Institute of Nuclear Physics (IN)","","2015"
"Campbell, Sarah","Columbia University","","2015"
"Malinina, Ludmila","Joint Inst. for Nuclear Research (RU)","","2015"
"Graczykowski, Lukasz Kamil","Warsaw University of Technology (PL)","","2015"
"Raniwala, Rashmi","University of Rajasthan (IN)","","2015"
"Ficnar, Andrej","Columbia University in the City of New York","","2015"
"Ljunggren, Hans Martin","Lund University (SE)","","2015"
"Kim, Minjung","Inha University (KR)","","2015"
"Zhou, You","Niels Bohr Institute (DK)","","2015"
"Timmins, Anthony Robert","University of Houston (US)","","2015"
"Mohammadi, Naghmeh","Nikhef National institute  for subatomic physics (NL)","","2015"
"Kryshen, Evgeny","CERN","","2015"
"Christakoglou, Panos","Nikhef National institute  for subatomic physics (NL)","","2015"
