Name,Institute,Country,Year
"Hauksson, Sigtryggur","McGill University","","2022"
"Dominguez, Fabio","Universidade de Santiago de Compostela","","2022"
"Saarimaki, Oskari Antti Matti","Helsinki Institute of Physics (FI)","","2022"
"Bluhm, Marcus","SUBATECH, Nantes","","2022"
"Shimomura, Maya","Nara Women's University (JP)","","2022"
"Bysiak, Sebastian","Institute of Nuclear Physics Polish Academy of Sciences (PL)","","2022"
"Ringer, Felix","Stony Brook University","","2022"
"Majumder, Abhijit","Wayne State University","","2022"
"Silva, Antonio","","","2022"
"Nattrass, Christine","University of Tennessee (US)","","2022"
"Pang, LongGang","Central China Normal University","","2022"
"Wang, Xin-Nian","Lawrence Berkeley National Lab. (US)","","2022"
"Kunnawalkam Elayavalli, Raghav","","","2022"
"Havener, Laura Brittany","Yale University (US)","","2022"
"Yang, Zhong","CCNU","","2022"
"Schlichting, Soeren","Universität Bielefeld","","2022"
"soudi, ismail","Wayne State University","","2022"
"Sahoo, NIHAR RANJAN","Shandong University","","2022"
"Chou, Pin-Chun","Massachusetts Inst. of Technology (US)","","2022"
"Hou, Yongzhen","Central China Normal University  CCNU (CN)","","2022"
"Dai, Tianyu","","","2022"
"He, Yayun","South China Normal University","","2022"
"Grishmanovskii, Ilia","","","2022"
"Yunes, Nicolas","","","2022"
"Qiu, Zebin","The University of Tokyo","","2022"
"Kumar, Deepak","Physical Research Laboratory","","2022"
"Takátsy, János","","","2022"
"Welle, Thomas","University of Minnesota","","2022"
"Noronha, Jorge","University of Illinois at Urbana-Champaign","","2022"
"Mendes Silva, Melissa","McGill University","","2022"
"Jiménez, José C.","University of São Paulo","","2022"
"Mohs, Justin","","","2022"
"Cierniak, Mateusz","University of Wrocław","","2022"
"Shahrbaf, Mahboubeh","","","2022"
"Nowakowski, Piotr","Warsaw University of Technology (PL)","","2022"
"Reed, Rosi","Lehigh University","","2022"
"Weber, Adrian Amatus","Justus-Liebig Universität Giessen","","2022"
"Umaka, Ejiro Naomi","Iowa State University (US)","","2022"
"Francisco, Audrey","CEA","","2022"
"Nukazuka, Genki","RIKEN BNL Research Center","","2022"
"Shenkar, Shir","Ben-Gurion University of the Negev (IL)","","2022"
"Feier-Riesen, Cornelius","","","2022"
"Ejima for the ALICE Collaboration, Ren","Hiroshima University (JP)","","2022"
"Kim, Yongjun","","","2022"
"Nandy, Ekata","VECC, Kolkata, India","","2022"
"Bajdel, Marcel","","","2022"
"Volkl, Martin Andreas","Ruprecht Karls Universitaet Heidelberg (DE)","","2022"
"Rodríguez Rodríguez, Adrian","CBM Collaboration","","2022"
"Rodriguez Rodriguez, Adrian","","","2022"
"Rodriguez Garces, Dairon","","","2022"
"Ramirez Zaldivar, Dario","","","2022"
"Maragoto Rodriguez, Osnan","GSI Helmholtzzentrum für Schwerionenforschung GmbH","","2022"
"Kabus, Maja","Warsaw University of Technology (PL)","","2022"
"Gläßel, Susanne","","","2022"
"Wang, Qun","University of Science and Technology of China","","2022"
"Wang, Ren-jie","USTC","","2022"
"Klusek-Gawenda, Mariola","Institute of Nuclear Physics Polish Academy of Sciences","","2022"
"Mazurek, Katarzyna","IFJ PAN","","2022"
"Matyja, Adam","Polish Academy of Sciences (PL)","","2022"
"Zhou, Jian","USTC","","2022"
"Shen, Kaifeng","","","2022"
"Marques Valois, Adeilton Dean","Bielefeld University","","2022"
"Giles, Michael","","","2022"
"Pasztor, Attila","Eötvös University","","2022"
"Parotto, Paolo","","","2022"
"Favoni, Matteo","TU Wien","","2022"
"Mukherjee, Ayon","","","2022"
"Kuroki, Kenshi","Sophia University","","2022"
"Glozman, Leonid","","","2022"
"Weber, Johannes Heinrich","Humboldt University of Berlin","","2022"
"Moreau, Pierre","Duke University","","2022"
"Shah, Harsh","Lund University","","2022"
"Jakubčinová, Zuzana","Pavol Jozef Safarik University (SK)","","2022"
"Ohnishi, Akira","","","2022"
"Racz, Cameron","University of California, Riverside","","2022"
"Borghini, Nicolas","","","2022"
"Lin, Zi-Wei","East Carolina University","","2022"
"Zhang, Chunjian","","","2022"
"Abdelrahman, Niseem","University of Illinois at Chicago","","2022"
"Lacey, Roy","Stony Brook University","","2022"
"Murase, Koichi","Kyoto University","","2022"
"Hirvonen, Henry","University of Jyväskylä","","2022"
"Nakamura, Kouki","Nagoya Univ., Hiroshima Univ.","","2022"
"Kołaś, Jędrzej","","","2022"
"Liu, Zuowen","","","2022"
"Harasty, Matthew","University of California, Davis","","2022"
"Sengupta, Arjun","Texas A & M University","","2022"
"Luzum, Matthew","","","2022"
"Shen, Chun","Wayne State University","","2022"
"Dudi (For ALICE Collaboration), Sandeep","Panjab University (IN)","","2022"
"Kirchner, Andreas","","","2022"
"Bhatta, Somadutta","Stony Brook University (US)","","2022"
"Kovács, László","Eötvös University","","2022"
"Volkova, Elena","Eberhard Karls Universität Tübingen","","2022"
"Fan, Feng","Central China Normal University  CCNU (CN)","","2022"
"Sinha, Priyanshi","","","2022"
"Konig, Joshua Leon","Goethe University Frankfurt (DE)","","2022"
"Golosov, Oleg","National Research Nuclear  University MEPhI (RU)","","2022"
"Lubynets, Oleksii","GSI, Darmstadt, Germany; Goethe Universität Frankfurt, Germany","","2022"
"Omana Kuttan, Manjunath","Frankfurt Institute for Advanced Studies, Goethe-University Frankfurt am Main","","2022"
"Kruger, Mario","Goethe University Frankfurt (DE)","","2022"
"Basu, Sumit","Lund University (SE)","","2022"
"Pucillo, Sara","Universita e INFN Torino (IT)","","2022"
"De Martin, Chiara","Universita e INFN Trieste (IT)","","2022"
"Ercolessi, Francesca","Universita e INFN, Bologna (IT)","","2022"
"Das, Prottay","National Institute of Science  Education and Research (NISER) (IN)","","2022"
"Martinez, Jacobb Lee","University of Houston (US)","","2022"
"Tokumoto, Ryoka","Hiroshima University (JP)","","2022"
"Oppedisano, Chiara","Universita e INFN Torino (IT)","","2022"
"Liu, Xiaoyu","","","2022"
"Dasgupta, Pingal","","","2022"
"Murakami, Hikari","University of Tokyo (JP)","","2022"
"Khachatryan, Vladimir","Duke University, Stony Brook University","","2022"
